Cod_municipio,Uf,Nome,Cod_ibge,Num_habitantes
3157807,MG,Santa Luzia,"3157807   ",NULL
3157906,MG,Santa Margarida,"3157906   ",NULL
3158003,MG,Santa Maria de Itabira,"3158003   ",NULL
3158102,MG,Santa Maria do Salto,"3158102   ",NULL
3158201,MG,Santa Maria do Suaçuí,"3158201   ",NULL
3158300,MG,Santana da Vargem,"3158300   ",NULL
3158409,MG,Santana de Cataguases,"3158409   ",NULL
3158508,MG,Santana de Pirapama,"3158508   ",NULL
3158607,MG,Santana do Deserto,"3158607   ",NULL
3158706,MG,Santana do Garambéu,"3158706   ",NULL
3158805,MG,Santana do Jacaré,"3158805   ",NULL
3158904,MG,Santana do Manhuaçu,"3158904   ",NULL
3158953,MG,Santana do Paraíso,"3158953   ",NULL
3159001,MG,Santana do Riacho,"3159001   ",NULL
3159100,MG,Santana dos Montes,"3159100   ",NULL
3159209,MG,Santa Rita de Caldas,"3159209   ",NULL
3159308,MG,Santa Rita de Jacutinga,"3159308   ",NULL
3159357,MG,Santa Rita de Minas,"3159357   ",NULL
3159407,MG,Santa Rita de Ibitipoca,"3159407   ",NULL
3159506,MG,Santa Rita do Itueto,"3159506   ",NULL
3159605,MG,Santa Rita do Sapucaí,"3159605   ",NULL
3159704,MG,Santa Rosa da Serra,"3159704   ",NULL
3159803,MG,Santa Vitória,"3159803   ",NULL
3159902,MG,Santo Antônio do Amparo,"3159902   ",NULL
3160009,MG,Santo Antônio do Aventureiro,"3160009   ",NULL
3160108,MG,Santo Antônio do Grama,"3160108   ",NULL
3160207,MG,Santo Antônio do Itambé,"3160207   ",NULL
3160306,MG,Santo Antônio do Jacinto,"3160306   ",NULL
3160405,MG,Santo Antônio do Monte,"3160405   ",NULL
3160454,MG,Santo Antônio do Retiro,"3160454   ",NULL
3160504,MG,Santo Antônio do Rio Abaixo,"3160504   ",NULL
3160603,MG,Santo Hipólito,"3160603   ",NULL
3160702,MG,Santos Dumont,"3160702   ",NULL
3160801,MG,São Bento Abade,"3160801   ",NULL
3160900,MG,São Brás do Suaçuí,"3160900   ",NULL
3160959,MG,São Domingos das Dores,"3160959   ",NULL
3161007,MG,São Domingos do Prata,"3161007   ",NULL
3161056,MG,São Félix de Minas,"3161056   ",NULL
3161106,MG,São Francisco,"3161106   ",NULL
3161205,MG,São Francisco de Paula,"3161205   ",NULL
3161304,MG,São Francisco de Sales,"3161304   ",NULL
3161403,MG,São Francisco do Glória,"3161403   ",NULL
3161502,MG,São Geraldo,"3161502   ",NULL
3161601,MG,São Geraldo da Piedade,"3161601   ",NULL
3161650,MG,São Geraldo do Baixio,"3161650   ",NULL
3161700,MG,São Gonçalo do Abaeté,"3161700   ",NULL
3161809,MG,São Gonçalo do Pará,"3161809   ",NULL
3161908,MG,São Gonçalo do Rio Abaixo,"3161908   ",NULL
3162005,MG,São Gonçalo do Sapucaí,"3162005   ",NULL
3162104,MG,São Gotardo,"3162104   ",NULL
3162203,MG,São João Batista do Glória,"3162203   ",NULL
3162252,MG,São João da Lagoa,"3162252   ",NULL
3162302,MG,São João da Mata,"3162302   ",NULL
3162401,MG,São João da Ponte,"3162401   ",NULL
3162450,MG,São João das Missões,"3162450   ",NULL
3162500,MG,São João del Rei,"3162500   ",NULL
3162559,MG,São João do Manhuaçu,"3162559   ",NULL
3162575,MG,São João do Manteninha,"3162575   ",NULL
3162609,MG,São João do Oriente,"3162609   ",NULL
3162658,MG,São João do Pacuí,"3162658   ",NULL
3162708,MG,São João do Paraíso,"3162708   ",NULL
3162807,MG,São João Evangelista,"3162807   ",NULL
3162906,MG,São João Nepomuceno,"3162906   ",NULL
3162922,MG,São Joaquim de Bicas,"3162922   ",NULL
3162948,MG,São José da Barra,"3162948   ",NULL
3162955,MG,São José da Lapa,"3162955   ",NULL
3163003,MG,São José da Safira,"3163003   ",NULL
3163102,MG,São José da Varginha,"3163102   ",NULL
3163201,MG,São José do Alegre,"3163201   ",NULL
3163300,MG,São José do Divino,"3163300   ",NULL
3163409,MG,São José do Goiabal,"3163409   ",NULL
3163508,MG,São José do Jacuri,"3163508   ",NULL
3163607,MG,São José do Mantimento,"3163607   ",NULL
3163706,MG,São Lourenço,"3163706   ",NULL
3163805,MG,São Miguel do Anta,"3163805   ",NULL
3163904,MG,São Pedro da União,"3163904   ",NULL
3164001,MG,São Pedro dos Ferros,"3164001   ",NULL
3164100,MG,São Pedro do Suaçuí,"3164100   ",NULL
3164209,MG,São Romão,"3164209   ",NULL
3164308,MG,São Roque de Minas,"3164308   ",NULL
3164407,MG,São Sebastião da Bela Vista,"3164407   ",NULL
3164431,MG,São Sebastião da Vargem Alegre,"3164431   ",NULL
3164472,MG,São Sebastião do Anta,"3164472   ",NULL
3164506,MG,São Sebastião do Maranhão,"3164506   ",NULL
3164605,MG,São Sebastião do Oeste,"3164605   ",NULL
3164704,MG,São Sebastião do Paraíso,"3164704   ",NULL
3164803,MG,São Sebastião do Rio Preto,"3164803   ",NULL
3164902,MG,São Sebastião do Rio Verde,"3164902   ",NULL
3165008,MG,São Tiago,"3165008   ",NULL
3165107,MG,São Tomás de Aquino,"3165107   ",NULL
3165206,MG,São Thomé das Letras,"3165206   ",NULL
3165305,MG,São Vicente de Minas,"3165305   ",NULL
3165404,MG,Sapucaí-Mirim,"3165404   ",NULL
3165503,MG,Sardoá,"3165503   ",NULL
3165537,MG,Sarzedo,"3165537   ",NULL
3165552,MG,Setubinha,"3165552   ",NULL
3165560,MG,Sem-Peixe,"3165560   ",NULL
3165578,MG,Senador Amaral,"3165578   ",NULL
3165602,MG,Senador Cortes,"3165602   ",NULL
3165701,MG,Senador Firmino,"3165701   ",NULL
3165800,MG,Senador José Bento,"3165800   ",NULL
3165909,MG,Senador Modestino Gonçalves,"3165909   ",NULL
3166006,MG,Senhora de Oliveira,"3166006   ",NULL
3166105,MG,Senhora do Porto,"3166105   ",NULL
3166204,MG,Senhora dos Remédios,"3166204   ",NULL
3166303,MG,Sericita,"3166303   ",NULL
3166402,MG,Seritinga,"3166402   ",NULL
3166501,MG,Serra Azul de Minas,"3166501   ",NULL
3166600,MG,Serra da Saudade,"3166600   ",NULL
3166709,MG,Serra dos Aimorés,"3166709   ",NULL
3166808,MG,Serra do Salitre,"3166808   ",NULL
3166907,MG,Serrania,"3166907   ",NULL
3166956,MG,Serranópolis de Minas,"3166956   ",NULL
3167004,MG,Serranos,"3167004   ",NULL
3167103,MG,Serro,"3167103   ",NULL
3167202,MG,Sete Lagoas,"3167202   ",NULL
3167301,MG,Silveirânia,"3167301   ",NULL
3167400,MG,Silvianópolis,"3167400   ",NULL
3167509,MG,Simão Pereira,"3167509   ",NULL
3167608,MG,Simonésia,"3167608   ",NULL
3167707,MG,Sobrália,"3167707   ",NULL
3167806,MG,Soledade de Minas,"3167806   ",NULL
3167905,MG,Tabuleiro,"3167905   ",NULL
3168002,MG,Taiobeiras,"3168002   ",NULL
3168051,MG,Taparuba,"3168051   ",NULL
3168101,MG,Tapira,"3168101   ",NULL
3168200,MG,Tapiraí,"3168200   ",NULL
3168309,MG,Taquaraçu de Minas,"3168309   ",NULL
3168408,MG,Tarumirim,"3168408   ",NULL
3168507,MG,Teixeiras,"3168507   ",NULL
3168606,MG,Teófilo Otoni,"3168606   ",NULL
3168705,MG,Timóteo,"3168705   ",NULL
3168804,MG,Tiradentes,"3168804   ",NULL
3168903,MG,Tiros,"3168903   ",NULL
3169000,MG,Tocantins,"3169000   ",NULL
3169059,MG,Tocos do Moji,"3169059   ",NULL
3169109,MG,Toledo,"3169109   ",NULL
3169208,MG,Tombos,"3169208   ",NULL
3169307,MG,Três Corações,"3169307   ",NULL
3169356,MG,Três Marias,"3169356   ",NULL
3169406,MG,Três Pontas,"3169406   ",NULL
3169505,MG,Tumiritinga,"3169505   ",NULL
3169604,MG,Tupaciguara,"3169604   ",NULL
3169703,MG,Turmalina,"3169703   ",NULL
3169802,MG,Turvolândia,"3169802   ",NULL
3169901,MG,Ubá,"3169901   ",NULL
3170008,MG,Ubaí,"3170008   ",NULL
3170057,MG,Ubaporanga,"3170057   ",NULL
3170107,MG,Uberaba,"3170107   ",NULL
3170206,MG,Uberlândia,"3170206   ",NULL
3170305,MG,Umburatiba,"3170305   ",NULL
3170404,MG,Unaí,"3170404   ",NULL
3170438,MG,União de Minas,"3170438   ",NULL
3170479,MG,Uruana de Minas,"3170479   ",NULL
3170503,MG,Urucânia,"3170503   ",NULL
3170529,MG,Urucuia,"3170529   ",NULL
3170578,MG,Vargem Alegre,"3170578   ",NULL
3170602,MG,Vargem Bonita,"3170602   ",NULL
3170651,MG,Vargem Grande do Rio Pardo,"3170651   ",NULL
3170701,MG,Varginha,"3170701   ",NULL
3170750,MG,Varjão de Minas,"3170750   ",NULL
3170800,MG,Várzea da Palma,"3170800   ",NULL
3170909,MG,Varzelândia,"3170909   ",NULL
3171006,MG,Vazante,"3171006   ",NULL
3171030,MG,Verdelândia,"3171030   ",NULL
3171071,MG,Veredinha,"3171071   ",NULL
3171105,MG,Veríssimo,"3171105   ",NULL
3171154,MG,Vermelho Novo,"3171154   ",NULL
3171204,MG,Vespasiano,"3171204   ",NULL
3171303,MG,Viçosa,"3171303   ",NULL
3171402,MG,Vieiras,"3171402   ",NULL
3171501,MG,Mathias Lobato,"3171501   ",NULL
3171600,MG,Virgem da Lapa,"3171600   ",NULL
3171709,MG,Virgínia,"3171709   ",NULL
3171808,MG,Virginópolis,"3171808   ",NULL
3171907,MG,Virgolândia,"3171907   ",NULL
3172004,MG,Visconde do Rio Branco,"3172004   ",NULL
3172103,MG,Volta Grande,"3172103   ",NULL
3172202,MG,Wenceslau Braz,"3172202   ",NULL
3200102,ES,Afonso Cláudio,"3200102   ",NULL
3200136,ES,Águia Branca,"3200136   ",NULL
3200169,ES,Água Doce do Norte,"3200169   ",NULL
3200201,ES,Alegre,"3200201   ",NULL
3200300,ES,Alfredo Chaves,"3200300   ",NULL
3200359,ES,Alto Rio Novo,"3200359   ",NULL
3200409,ES,Anchieta,"3200409   ",NULL
3200508,ES,Apiacá,"3200508   ",NULL
3200607,ES,Aracruz,"3200607   ",NULL
3200706,ES,Atilio Vivacqua,"3200706   ",NULL
3200805,ES,Baixo Guandu,"3200805   ",NULL
3200904,ES,Barra de São Francisco,"3200904   ",NULL
3201001,ES,Boa Esperança,"3201001   ",NULL
3201100,ES,Bom Jesus do Norte,"3201100   ",NULL
3201159,ES,Brejetuba,"3201159   ",NULL
3201209,ES,Cachoeiro de Itapemirim,"3201209   ",NULL
3201308,ES,Cariacica,"3201308   ",NULL
3201407,ES,Castelo,"3201407   ",NULL
3201506,ES,Colatina,"3201506   ",NULL
3201605,ES,Conceição da Barra,"3201605   ",NULL
3201704,ES,Conceição do Castelo,"3201704   ",NULL
3201803,ES,Divino de São Lourenço,"3201803   ",NULL
3201902,ES,Domingos Martins,"3201902   ",NULL
3202009,ES,Dores do Rio Preto,"3202009   ",NULL
3202108,ES,Ecoporanga,"3202108   ",NULL
3202207,ES,Fundão,"3202207   ",NULL
3202256,ES,Governador Lindenberg,"3202256   ",NULL
3202306,ES,Guaçuí,"3202306   ",NULL
3202405,ES,Guarapari,"3202405   ",NULL
3202454,ES,Ibatiba,"3202454   ",NULL
3202504,ES,Ibiraçu,"3202504   ",NULL
3202553,ES,Ibitirama,"3202553   ",NULL
3202603,ES,Iconha,"3202603   ",NULL
3202652,ES,Irupi,"3202652   ",NULL
3202702,ES,Itaguaçu,"3202702   ",NULL
3202801,ES,Itapemirim,"3202801   ",NULL
3202900,ES,Itarana,"3202900   ",NULL
3203007,ES,Iúna,"3203007   ",NULL
3203056,ES,Jaguaré,"3203056   ",NULL
3203106,ES,Jerônimo Monteiro,"3203106   ",NULL
3203130,ES,João Neiva,"3203130   ",NULL
3203163,ES,Laranja da Terra,"3203163   ",NULL
3203205,ES,Linhares,"3203205   ",NULL
3203304,ES,Mantenópolis,"3203304   ",NULL
3203320,ES,Marataízes,"3203320   ",NULL
3203346,ES,Marechal Floriano,"3203346   ",NULL
3203353,ES,Marilândia,"3203353   ",NULL
3203403,ES,Mimoso do Sul,"3203403   ",NULL
3203502,ES,Montanha,"3203502   ",NULL
3203601,ES,Mucurici,"3203601   ",NULL
3203700,ES,Muniz Freire,"3203700   ",NULL
3203809,ES,Muqui,"3203809   ",NULL
3203908,ES,Nova Venécia,"3203908   ",NULL
3204005,ES,Pancas,"3204005   ",NULL
3204054,ES,Pedro Canário,"3204054   ",NULL
3204104,ES,Pinheiros,"3204104   ",NULL
3204203,ES,Piúma,"3204203   ",NULL
3204252,ES,Ponto Belo,"3204252   ",NULL
3204302,ES,Presidente Kennedy,"3204302   ",NULL
3204351,ES,Rio Bananal,"3204351   ",NULL
3204401,ES,Rio Novo do Sul,"3204401   ",NULL
3204500,ES,Santa Leopoldina,"3204500   ",NULL
3204559,ES,Santa Maria de Jetibá,"3204559   ",NULL
3204609,ES,Santa Teresa,"3204609   ",NULL
3204658,ES,São Domingos do Norte,"3204658   ",NULL
3204708,ES,São Gabriel da Palha,"3204708   ",NULL
3204807,ES,São José do Calçado,"3204807   ",NULL
3204906,ES,São Mateus,"3204906   ",NULL
3204955,ES,São Roque do Canaã,"3204955   ",NULL
3205002,ES,Serra,"3205002   ",NULL
3205010,ES,Sooretama,"3205010   ",NULL
3205036,ES,Vargem Alta,"3205036   ",NULL
3205069,ES,Venda Nova do Imigrante,"3205069   ",NULL
3205101,ES,Viana,"3205101   ",NULL
3205150,ES,Vila Pavão,"3205150   ",NULL
3205176,ES,Vila Valério,"3205176   ",NULL
3205200,ES,Vila Velha,"3205200   ",NULL
3205309,ES,Vitória,"3205309   ",NULL
3300100,RJ,Angra dos Reis,"3300100   ",NULL
3300159,RJ,Aperibé,"3300159   ",NULL
3300209,RJ,Araruama,"3300209   ",NULL
3300225,RJ,Areal,"3300225   ",NULL
3300233,RJ,Armação dos Búzios,"3300233   ",NULL
3300258,RJ,Arraial do Cabo,"3300258   ",NULL
3300308,RJ,Barra do Piraí,"3300308   ",NULL
3300407,RJ,Barra Mansa,"3300407   ",NULL
3300456,RJ,Belford Roxo,"3300456   ",NULL
3300506,RJ,Bom Jardim,"3300506   ",NULL
3300605,RJ,Bom Jesus do Itabapoana,"3300605   ",NULL
3300704,RJ,Cabo Frio,"3300704   ",NULL
3300803,RJ,Cachoeiras de Macacu,"3300803   ",NULL
3300902,RJ,Cambuci,"3300902   ",NULL
3300936,RJ,Carapebus,"3300936   ",NULL
3300951,RJ,Comendador Levy Gasparian,"3300951   ",NULL
3301009,RJ,Campos dos Goytacazes,"3301009   ",NULL
3301108,RJ,Cantagalo,"3301108   ",NULL
3301157,RJ,Cardoso Moreira,"3301157   ",NULL
3301207,RJ,Carmo,"3301207   ",NULL
3301306,RJ,Casimiro de Abreu,"3301306   ",NULL
3301405,RJ,Conceição de Macabu,"3301405   ",NULL
3301504,RJ,Cordeiro,"3301504   ",NULL
3301603,RJ,Duas Barras,"3301603   ",NULL
3301702,RJ,Duque de Caxias,"3301702   ",NULL
3301801,RJ,Engenheiro Paulo de Frontin,"3301801   ",NULL
3301850,RJ,Guapimirim,"3301850   ",NULL
3301876,RJ,Iguaba Grande,"3301876   ",NULL
3301900,RJ,Itaboraí,"3301900   ",NULL
3302007,RJ,Itaguaí,"3302007   ",NULL
3302056,RJ,Italva,"3302056   ",NULL
3302106,RJ,Itaocara,"3302106   ",NULL
3302205,RJ,Itaperuna,"3302205   ",NULL
3302254,RJ,Itatiaia,"3302254   ",NULL
3302270,RJ,Japeri,"3302270   ",NULL
3302304,RJ,Laje do Muriaé,"3302304   ",NULL
3302403,RJ,Macaé,"3302403   ",NULL
3302452,RJ,Macuco,"3302452   ",NULL
3302502,RJ,Magé,"3302502   ",NULL
3302601,RJ,Mangaratiba,"3302601   ",NULL
3302700,RJ,Maricá,"3302700   ",NULL
3302809,RJ,Mendes,"3302809   ",NULL
3302858,RJ,Mesquita,"3302858   ",NULL
3302908,RJ,Miguel Pereira,"3302908   ",NULL
3303005,RJ,Miracema,"3303005   ",NULL
3303104,RJ,Natividade,"3303104   ",NULL
3303203,RJ,Nilópolis,"3303203   ",NULL
3303302,RJ,Niterói,"3303302   ",NULL
3303401,RJ,Nova Friburgo,"3303401   ",NULL
3303500,RJ,Nova Iguaçu,"3303500   ",NULL
3303609,RJ,Paracambi,"3303609   ",NULL
3303708,RJ,Paraíba do Sul,"3303708   ",NULL
3303807,RJ,Parati,"3303807   ",NULL
3303856,RJ,Paty do Alferes,"3303856   ",NULL
3303906,RJ,Petrópolis,"3303906   ",NULL
3303955,RJ,Pinheiral,"3303955   ",NULL
3304003,RJ,Piraí,"3304003   ",NULL
3304102,RJ,Porciúncula,"3304102   ",NULL
3304110,RJ,Porto Real,"3304110   ",NULL
3304128,RJ,Quatis,"3304128   ",NULL
3304144,RJ,Queimados,"3304144   ",NULL
3304151,RJ,Quissamã,"3304151   ",NULL
3304201,RJ,Resende,"3304201   ",NULL
3304300,RJ,Rio Bonito,"3304300   ",NULL
3304409,RJ,Rio Claro,"3304409   ",NULL
3304508,RJ,Rio das Flores,"3304508   ",NULL
3304524,RJ,Rio das Ostras,"3304524   ",NULL
3304557,RJ,Rio de Janeiro,"3304557   ",NULL
3304607,RJ,Santa Maria Madalena,"3304607   ",NULL
3304706,RJ,Santo Antonio de Padua,"3304706   ",NULL
3304755,RJ,São Francisco de Itabapoana,"3304755   ",NULL
3304805,RJ,São Fidélis,"3304805   ",NULL
3304904,RJ,São Gonçalo,"3304904   ",NULL
3305000,RJ,São João da Barra,"3305000   ",NULL
3305109,RJ,São João de Meriti,"3305109   ",NULL
3305133,RJ,São José de Ubá,"3305133   ",NULL
3305158,RJ,São José do Vale do Rio Preto,"3305158   ",NULL
3305208,RJ,São Pedro da Aldeia,"3305208   ",NULL
3305307,RJ,São Sebastião do Alto,"3305307   ",NULL
3305406,RJ,Sapucaia,"3305406   ",NULL
3305505,RJ,Saquarema,"3305505   ",NULL
3305554,RJ,Seropédica,"3305554   ",NULL
3305604,RJ,Silva Jardim,"3305604   ",NULL
3305703,RJ,Sumidouro,"3305703   ",NULL
3305752,RJ,Tanguá,"3305752   ",NULL
3305802,RJ,Teresópolis,"3305802   ",NULL
3305901,RJ,Trajano de Morais,"3305901   ",NULL
3306008,RJ,Três Rios,"3306008   ",NULL
3306107,RJ,Valença,"3306107   ",NULL
3306156,RJ,Varre-Sai,"3306156   ",NULL
3306206,RJ,Vassouras,"3306206   ",NULL
3306305,RJ,Volta Redonda,"3306305   ",NULL
3500105,SP,Adamantina,"3500105   ",NULL
3500204,SP,Adolfo,"3500204   ",NULL
3500303,SP,Aguaí,"3500303   ",NULL
3500402,SP,Águas da Prata,"3500402   ",NULL
3500501,SP,Águas de Lindóia,"3500501   ",NULL
3500550,SP,Águas de Santa Bárbara,"3500550   ",NULL
3500600,SP,Águas de São Pedro,"3500600   ",NULL
3500709,SP,Agudos,"3500709   ",NULL
3500758,SP,Alambari,"3500758   ",NULL
3500808,SP,Alfredo Marcondes,"3500808   ",NULL
3500907,SP,Altair,"3500907   ",NULL
3501004,SP,Altinópolis,"3501004   ",NULL
3501103,SP,Alto Alegre,"3501103   ",NULL
3501152,SP,Alumínio,"3501152   ",NULL
3501202,SP,Álvares Florence,"3501202   ",NULL
3501301,SP,Álvares Machado,"3501301   ",NULL
3501400,SP,Álvaro de Carvalho,"3501400   ",NULL
3501509,SP,Alvinlândia,"3501509   ",NULL
3501608,SP,Americana,"3501608   ",NULL
3501707,SP,Américo Brasiliense,"3501707   ",NULL
3501806,SP,Américo de Campos,"3501806   ",NULL
3501905,SP,Amparo,"3501905   ",NULL
3502002,SP,Analândia,"3502002   ",NULL
3502101,SP,Andradina,"3502101   ",NULL
3502200,SP,Angatuba,"3502200   ",NULL
3502309,SP,Anhembi,"3502309   ",NULL
3502408,SP,Anhumas,"3502408   ",NULL
3502507,SP,Aparecida,"3502507   ",NULL
3502606,SP,Aparecida d'Oeste,"3502606   ",NULL
3502705,SP,Apiaí,"3502705   ",NULL
3502754,SP,Araçariguama,"3502754   ",NULL
3502804,SP,Araçatuba,"3502804   ",NULL
3502903,SP,Araçoiaba da Serra,"3502903   ",NULL
3503000,SP,Aramina,"3503000   ",NULL
3503109,SP,Arandu,"3503109   ",NULL
3503158,SP,Arapeí,"3503158   ",NULL
3503208,SP,Araraquara,"3503208   ",NULL
3503307,SP,Araras,"3503307   ",NULL
3503356,SP,Arco-Íris,"3503356   ",NULL
3503406,SP,Arealva,"3503406   ",NULL
3503505,SP,Areias,"3503505   ",NULL
3503604,SP,Areiópolis,"3503604   ",NULL
3503703,SP,Ariranha,"3503703   ",NULL
3503802,SP,Artur Nogueira,"3503802   ",NULL
3503901,SP,Arujá,"3503901   ",NULL
3503950,SP,Aspásia,"3503950   ",NULL
3504008,SP,Assis,"3504008   ",NULL
3504107,SP,Atibaia,"3504107   ",NULL
3504206,SP,Auriflama,"3504206   ",NULL
3504305,SP,Avaí,"3504305   ",NULL
3504404,SP,Avanhandava,"3504404   ",NULL
3504503,SP,Avaré,"3504503   ",NULL
3504602,SP,Bady Bassitt,"3504602   ",NULL
3504701,SP,Balbinos,"3504701   ",NULL
3504800,SP,Bálsamo,"3504800   ",NULL
3504909,SP,Bananal,"3504909   ",NULL
3505005,SP,Barão de Antonina,"3505005   ",NULL
3505104,SP,Barbosa,"3505104   ",NULL
3505203,SP,Bariri,"3505203   ",NULL
3505302,SP,Barra Bonita,"3505302   ",NULL
3505351,SP,Barra do Chapéu,"3505351   ",NULL
3505401,SP,Barra do Turvo,"3505401   ",NULL
3505500,SP,Barretos,"3505500   ",NULL
3505609,SP,Barrinha,"3505609   ",NULL
3505708,SP,Barueri,"3505708   ",NULL
3505807,SP,Bastos,"3505807   ",NULL
3505906,SP,Batatais,"3505906   ",NULL
3506003,SP,Bauru,"3506003   ",NULL
3506102,SP,Bebedouro,"3506102   ",NULL
3506201,SP,Bento de Abreu,"3506201   ",NULL
3506300,SP,Bernardino de Campos,"3506300   ",NULL
3506359,SP,Bertioga,"3506359   ",NULL
3506409,SP,Bilac,"3506409   ",NULL
3506508,SP,Birigui,"3506508   ",NULL
3506607,SP,Biritiba-Mirim,"3506607   ",NULL
3506706,SP,Boa Esperança do Sul,"3506706   ",NULL
3506805,SP,Bocaina,"3506805   ",NULL
3506904,SP,Bofete,"3506904   ",NULL
3507001,SP,Boituva,"3507001   ",NULL
3507100,SP,Bom Jesus dos Perdões,"3507100   ",NULL
3507159,SP,Bom Sucesso de Itararé,"3507159   ",NULL
3507209,SP,Borá,"3507209   ",NULL
3507308,SP,Boracéia,"3507308   ",NULL
3507407,SP,Borborema,"3507407   ",NULL
3507456,SP,Borebi,"3507456   ",NULL
3507506,SP,Botucatu,"3507506   ",NULL
3507605,SP,Bragança Paulista,"3507605   ",NULL
3507704,SP,Braúna,"3507704   ",NULL
3507753,SP,Brejo Alegre,"3507753   ",NULL
3507803,SP,Brodowski,"3507803   ",NULL
3507902,SP,Brotas,"3507902   ",NULL
3508009,SP,Buri,"3508009   ",NULL
3508108,SP,Buritama,"3508108   ",NULL
3508207,SP,Buritizal,"3508207   ",NULL
3508306,SP,Cabrália Paulista,"3508306   ",NULL
3508405,SP,Cabreúva,"3508405   ",NULL
3508504,SP,Caçapava,"3508504   ",NULL
3508603,SP,Cachoeira Paulista,"3508603   ",NULL
3508702,SP,Caconde,"3508702   ",NULL
3508801,SP,Cafelândia,"3508801   ",NULL
3508900,SP,Caiabu,"3508900   ",NULL
3509007,SP,Caieiras,"3509007   ",NULL
3509106,SP,Caiuá,"3509106   ",NULL
3509205,SP,Cajamar,"3509205   ",NULL
3509254,SP,Cajati,"3509254   ",NULL
3509304,SP,Cajobi,"3509304   ",NULL
3509403,SP,Cajuru,"3509403   ",NULL
3509452,SP,Campina do Monte Alegre,"3509452   ",NULL
3509502,SP,Campinas,"3509502   ",NULL
3509601,SP,Campo Limpo Paulista,"3509601   ",NULL
3509700,SP,Campos do Jordão,"3509700   ",NULL
3509809,SP,Campos Novos Paulista,"3509809   ",NULL
3509908,SP,Cananéia,"3509908   ",NULL
3509957,SP,Canas,"3509957   ",NULL
3510005,SP,Cândido Mota,"3510005   ",NULL
3510104,SP,Cândido Rodrigues,"3510104   ",NULL
3510153,SP,Canitar,"3510153   ",NULL
3510203,SP,Capão Bonito,"3510203   ",NULL
3510302,SP,Capela do Alto,"3510302   ",NULL
3510401,SP,Capivari,"3510401   ",NULL
3510500,SP,Caraguatatuba,"3510500   ",NULL
3510609,SP,Carapicuíba,"3510609   ",NULL
3510708,SP,Cardoso,"3510708   ",NULL
3510807,SP,Casa Branca,"3510807   ",NULL
3510906,SP,Cássia dos Coqueiros,"3510906   ",NULL
3511003,SP,Castilho,"3511003   ",NULL
3511102,SP,Catanduva,"3511102   ",NULL
3511201,SP,Catiguá,"3511201   ",NULL
3511300,SP,Cedral,"3511300   ",NULL
3511409,SP,Cerqueira César,"3511409   ",NULL
3511508,SP,Cerquilho,"3511508   ",NULL
3511607,SP,Cesário Lange,"3511607   ",NULL
3511706,SP,Charqueada,"3511706   ",NULL
3511904,SP,Clementina,"3511904   ",NULL
3512001,SP,Colina,"3512001   ",NULL
3512100,SP,Colômbia,"3512100   ",NULL
3512209,SP,Conchal,"3512209   ",NULL
3512308,SP,Conchas,"3512308   ",NULL
3512407,SP,Cordeirópolis,"3512407   ",NULL
3512506,SP,Coroados,"3512506   ",NULL
3512605,SP,Coronel Macedo,"3512605   ",NULL
3512704,SP,Corumbataí,"3512704   ",NULL
3512803,SP,Cosmópolis,"3512803   ",NULL
3512902,SP,Cosmorama,"3512902   ",NULL
3513009,SP,Cotia,"3513009   ",NULL
3513108,SP,Cravinhos,"3513108   ",NULL
3513207,SP,Cristais Paulista,"3513207   ",NULL
3513306,SP,Cruzália,"3513306   ",NULL
3513405,SP,Cruzeiro,"3513405   ",NULL
3513504,SP,Cubatão,"3513504   ",NULL
3513603,SP,Cunha,"3513603   ",NULL
3513702,SP,Descalvado,"3513702   ",NULL
3513801,SP,Diadema,"3513801   ",NULL
3513850,SP,Dirce Reis,"3513850   ",NULL
3513900,SP,Divinolândia,"3513900   ",NULL
3514007,SP,Dobrada,"3514007   ",NULL
3514106,SP,Dois Córregos,"3514106   ",NULL
3514205,SP,Dolcinópolis,"3514205   ",NULL
3514304,SP,Dourado,"3514304   ",NULL
3514403,SP,Dracena,"3514403   ",NULL
3514502,SP,Duartina,"3514502   ",NULL
3514601,SP,Dumont,"3514601   ",NULL
3514700,SP,Echaporã,"3514700   ",NULL
3514809,SP,Eldorado,"3514809   ",NULL
3514908,SP,Elias Fausto,"3514908   ",NULL
3514924,SP,Elisiário,"3514924   ",NULL
3514957,SP,Embaúba,"3514957   ",NULL
3515004,SP,Embu,"3515004   ",NULL
3515103,SP,Embu-Guaçu,"3515103   ",NULL
3515129,SP,Emilianópolis,"3515129   ",NULL
3515152,SP,Engenheiro Coelho,"3515152   ",NULL
3515186,SP,Espírito Santo do Pinhal,"3515186   ",NULL
3515194,SP,Espírito Santo do Turvo,"3515194   ",NULL
3515202,SP,Estrela d'Oeste,"3515202   ",NULL
3515301,SP,Estrela do Norte,"3515301   ",NULL
3515350,SP,Euclides da Cunha Paulista,"3515350   ",NULL
3515400,SP,Fartura,"3515400   ",NULL
3515509,SP,Fernandópolis,"3515509   ",NULL
3515608,SP,Fernando Prestes,"3515608   ",NULL
3515657,SP,Fernão,"3515657   ",NULL
3515707,SP,Ferraz de Vasconcelos,"3515707   ",NULL
3515806,SP,Flora Rica,"3515806   ",NULL
3515905,SP,Floreal,"3515905   ",NULL
3516002,SP,Flórida Paulista,"3516002   ",NULL
3516101,SP,Florínia,"3516101   ",NULL
